Fermentation_Time,Temperature,pH_Level,Gravity,Alcohol_Content,Bitterness,Color,Quality_Score
13,24.4833068502735,5.46444912765521,1.07072740902419,5.63727689575121,52,14,9
16,24.3627359363237,5.10660335285987,1.07891952743881,4.96090973378521,34,17,8
12,21.924544848963,4.61615999612101,1.06742499584355,5.03589150343585,29,16,9
12,18.2740543821995,4.60651303565613,1.07485855005639,5.66358166273016,45,5,9
17,17.9370493285482,4.5398946452269,1.07840520756179,5.70679721831907,30,8,6
12,17.7847660559674,4.76452103312927,1.07423841785272,5.59599508540461,46,9,9
19,15.6251469784798,5.05076493281519,1.06783645754283,5.60899379671727,23,13,9
18,21.8283058665187,5.26644922884698,1.06186615515328,5.56220844841909,21,18,7
13,15.1799508588441,4.6590771060964,1.06819030744529,5.14379576331978,26,14,8
15,22.1387288882976,4.93630618946873,1.06220693788489,4.68067147163508,24,9,7
16,15.238844242439,5.16886062327271,1.06118864727521,5.68245270448848,33,10,9
14,22.8037797408671,4.961635644944,1.07144758918446,5.16105124136652,40,19,7
16,19.937194539485,5.4775348419653,1.03827485437409,4.6487755400247,49,7,8
19,18.0045323740787,4.55835211556163,1.07454212447746,5.27236532788746,39,8,6
15,16.3875861820035,4.60263326034503,1.05299118899678,4.83426692116359,53,17,9
18,15.6037473478169,5.08355526256186,1.03834794176405,5.39134061779516,33,7,8
16,21.4033889308211,5.33294277647484,1.03269988364154,5.27409638423604,49,6,7
16,15.4995982621857,5.13975381548849,1.04908511077339,5.46903586792306,43,14,8
12,18.9018499422201,5.43413590043822,1.06661523752954,5.88002320888566,27,12,6
14,19.7343281312701,5.26035435247304,1.03682467981124,5.27921189471158,26,6,6
15,20.4432983005171,5.34302542568167,1.04859283315622,4.77696331834377,24,15,8
12,24.9022066058722,4.82490235886703,1.04200450579861,5.60630242386052,31,14,9
11,15.4515626478033,5.16037449902703,1.07011297096853,5.14799598150898,27,11,9
16,19.5889016065039,4.54106277873394,1.06061100110063,5.69024566072933,49,16,9
13,15.9800372080521,5.43010506972148,1.04517829455568,5.12139989135243,40,10,7
18,19.6104472867033,4.52176477963881,1.0743297492854,5.26510191183432,21,10,6
15,18.5830061124708,5.36904495058545,1.05728671403616,5.07272585198759,57,7,9
10,23.3126396418996,5.02840686598842,1.05741403135669,4.97088405336019,40,8,9
13,22.8866013191953,4.61801027525567,1.07108753453692,5.83935876895933,54,7,8
16,21.2518446357277,4.51255048639191,1.07052532541389,4.80194184436565,36,18,8
11,19.1937181324903,5.48455035647891,1.07510227493183,5.19705354930265,52,9,6
12,15.6542031353855,4.62972495167071,1.06092599528739,5.09437530786184,33,10,6
19,23.2658320102677,5.49837345332791,1.06046332522056,5.71737912633397,31,9,8
12,20.4581397278011,4.84382173589185,1.030637212896,5.4239647206813,57,10,8
17,17.6693670888511,5.46618838941255,1.04431381449828,5.49099707835846,38,7,8
16,19.322353422617,4.76138242272385,1.0547379742416,5.59325647732365,52,11,8
18,22.9418084000917,5.08938540184356,1.05275245268216,5.33386993347524,34,9,9
13,15.2641789621813,4.5372344613772,1.0485231114566,5.43876391201581,40,15,8
14,18.4713071797195,4.96783946025662,1.05351089370083,5.75274424474014,23,16,8
14,18.4128972475736,4.76196931203642,1.0457463798213,5.79526706808695,46,9,8
10,15.9624382838619,4.62516748676471,1.05492316421114,4.95365321134373,29,16,8
19,20.3042988355646,5.12733058899433,1.06484026356406,5.3795834072897,51,12,8
16,24.5011724011641,4.84601192982885,1.05494765054692,4.70856966258059,51,11,9
15,17.5957203331237,4.9424533504555,1.05246220585823,4.92798066933774,40,17,7
12,16.6713876119827,4.86632742850832,1.06998424983092,4.78085067921499,36,11,9
17,23.254303920728,4.52450043628927,1.04109219453467,5.39656305607599,28,6,6
18,15.740423444025,4.80154739012887,1.05290793637534,5.73909695528168,32,19,7
19,16.7348166191464,4.79297708547889,1.07876746768064,5.37709865977243,41,15,9
17,17.5955619353084,4.75881279809166,1.04377579060938,5.93683796239182,26,17,7
12,16.693399535676,4.95006212941667,1.07484170092047,4.70148994053288,47,5,8
15,19.1757038239899,4.83301656855343,1.07796463064604,5.66132394847425,59,10,8
13,18.6556146915421,4.6141496496007,1.04088113415049,4.98618729444173,21,16,7
19,19.608577709148,4.60334527530051,1.06476435690301,5.97825593649223,50,12,6
17,19.9861574918858,4.7077358039813,1.06842131198027,5.22367805449964,58,6,6
19,21.3555049871294,5.44076390377748,1.05439525491567,5.5532427624486,32,6,6
16,21.0844138791367,4.58672142130651,1.06848297900556,5.78406771755245,53,17,7
18,17.1196766982884,5.31463473541556,1.0727618979204,5.26991897153137,39,6,9
12,24.6913253313907,5.12885830363761,1.07696689381883,4.65858671024692,35,16,6
10,21.0860434811931,5.21135839840344,1.07306690380196,4.89041875145704,44,7,7
14,17.1231246487963,4.88119078159826,1.07978811574077,4.78344450127711,56,19,6
18,22.6365191524093,5.41408030710525,1.07900432296466,4.70718174859083,41,16,7
17,23.5215834243475,5.26573623166858,1.04830901030224,4.97521278828197,47,14,8
15,21.8884629030322,5.1513180137747,1.07164457955585,4.83787840854924,41,18,6
18,17.1759873773723,5.13007564671996,1.05736504726584,5.94228947361988,32,18,9
17,22.8538184415373,4.55969430803017,1.04523654940393,5.82920030213621,47,17,6
16,17.0033720442014,5.11427317478012,1.04172170255564,5.32817444533419,51,16,8
13,17.2674751865462,4.65382334558481,1.07342517193289,4.97661202545032,54,19,7
19,22.1773810622725,4.77213945816259,1.06365441664607,4.69769412294316,20,18,6
13,19.5885267428127,4.83153625875447,1.04116061364035,5.4608933148623,46,8,8
17,17.1181230798831,5.28347107090456,1.03262703596868,4.82912781812846,26,6,7
10,16.0213620829548,4.56887131385336,1.05593735124267,4.65406247352215,40,14,7
14,15.1535006492405,5.20908752471457,1.04420132023699,4.85157296086258,28,15,9
10,21.3983940755797,5.31032731874837,1.03661499505355,4.60837987322223,46,10,9
18,23.0459286103151,4.67278458080161,1.06566268152814,5.06084958345701,27,8,8
15,23.1244672447161,4.71564214949843,1.06654202806062,5.54188916586377,58,15,7
11,17.200335086548,5.43654404706473,1.0430977560555,5.47075756431669,46,19,8
13,19.7356456264859,5.01928634653967,1.05195310872568,4.50010139031205,36,7,6
17,17.9505755483842,4.94929412379434,1.06527788052793,5.73967261217529,35,15,6
19,16.5951536673163,5.06353443272332,1.04942698120562,4.64477092295576,21,14,6
12,20.6965062736298,5.22337739919406,1.04553180022979,5.80216476611342,24,16,9
17,23.730032092118,4.56626754550776,1.04901800527639,5.33218061848088,48,5,6
14,24.7467490758793,4.53900299149062,1.0471120335656,4.55659871354028,46,5,6
13,15.7367858072396,4.76857137995111,1.06522037991631,4.96543789726418,34,13,6
19,23.1574981053606,4.73374835992924,1.06464812965902,4.69545218359635,29,17,7
10,20.9828902970975,4.67467896777641,1.0501564467222,4.64717366919884,20,18,6
16,15.6647088467922,4.94184495062899,1.03653555535406,5.69059382073979,51,5,8
19,21.3444120989626,5.2307050272726,1.03606171586016,5.16731051079641,55,5,6
10,24.5839763991197,4.67444625939766,1.06335918752543,4.77927500128429,24,8,9
14,22.2274261711594,5.24497064744181,1.07542774373955,4.98561371655462,48,8,7
11,18.8231069495765,4.88660276594972,1.04511378430262,5.26137978662017,59,11,6
10,23.2878116587603,4.53700117294114,1.06502665288064,4.66822669588241,36,16,8
12,23.1142957520486,4.52496332419172,1.04548718020605,5.65541920407781,39,10,9
14,16.1138238920557,4.96809913582666,1.05839561031153,4.90678450437333,23,10,6
17,15.9185725847796,4.80436479522341,1.0633602127617,5.21739478372199,51,9,8
10,16.3848764478103,4.95613122502825,1.05166757002257,4.59754359765271,43,18,7
18,16.1773657221071,4.65541231697887,1.07121841765944,4.69656320539374,49,11,9
10,23.8655790241199,4.79107959295866,1.03177230981461,4.50590019792598,35,8,9
16,22.2544937571982,5.15839284642553,1.05755805510122,5.39898763876103,49,15,7
11,15.1752616208671,5.19322941102497,1.04275207006159,4.75082168797805,27,11,6
14,19.0676512774333,4.7375651722493,1.0778918689716,4.86197422765888,36,18,9
17,16.6640759015758,4.51611913294623,1.07026164161176,5.57886888436403,27,15,7
12,21.9409374448192,5.42631928324995,1.04060757084039,5.06297154910801,43,19,8
16,17.8969647196658,4.89463575067657,1.03009729901908,4.74840199278566,56,18,9
13,16.0755236924045,5.09908143555523,1.04993156714824,5.55668638339184,23,5,6
14,15.7032854891265,4.64428852165063,1.07055398001668,5.8302233078628,23,10,6
14,15.7600987188782,5.49815320539274,1.07103230647854,5.79629838023484,37,13,7
17,19.5567285663422,5.29560468333999,1.07681691171414,5.33591589317159,20,16,9
19,15.510497185264,5.01886829373792,1.06660826936726,5.57468145567287,33,12,9
13,22.8300004396309,4.70052480692146,1.03780891528495,5.89662767810784,53,12,8
13,20.9960891591966,5.29871876544924,1.07626044549089,4.68066970038813,39,15,9
17,18.63464265864,5.3173337431922,1.07281903568743,4.76569445660941,40,9,6
10,24.1816160397072,4.68386195179928,1.07761094522715,5.38678628102933,43,7,6
12,17.6320541638726,5.10317088531471,1.07050692190314,4.5934282185662,59,10,9
12,21.5615536124676,4.76264683728537,1.07555914686464,5.08565676986544,58,6,7
16,16.1530697520017,4.82736849389744,1.03943486541335,4.69586162005349,53,7,7
16,20.1365729537324,4.52965824383471,1.04046401012317,5.92914697048885,42,9,8
17,16.7251077653583,5.26683158615084,1.0688306544454,5.56042227642165,41,18,9
12,20.4424422012878,5.19939847792656,1.07175866135266,5.73481341293496,40,9,7
19,22.9579609730851,4.81922293484456,1.05673383077006,4.6073306545643,33,5,8
14,16.1292806419772,5.32757553904867,1.06716651951024,4.79118469313136,39,6,8
16,23.7044338372526,4.78833765709844,1.05503001430967,5.62135534901382,46,17,6
12,23.0134823862535,5.42371831606477,1.03008522692785,5.21023158938897,56,11,8
10,19.4202491175514,5.21152431267376,1.04856474401077,5.4716728560456,41,12,7
17,18.0618716207573,5.18753918106649,1.04640975397679,5.63243839984078,53,13,9
17,22.6091776850228,4.7800259809531,1.0500242760778,4.52497219291148,59,6,7
17,24.2529175643562,5.32060146753806,1.04760723153244,5.67423545392347,31,12,8
14,18.2427534909672,5.32183851463756,1.04432819922727,5.92375746666561,58,8,8
13,21.9271638895943,5.48349212711347,1.03228511349392,5.78417496460246,20,10,7
16,22.8796718322678,4.7579117908457,1.04207484014953,4.84829168175526,40,5,8
13,23.8238240497661,5.18919052781095,1.03845487364381,5.01069468305268,29,13,6
10,17.5269717310224,4.92093165149508,1.06331379271612,5.82163589976309,30,15,8
15,15.5387318749121,4.95551511168257,1.03322111563922,5.87742401511194,36,12,6
12,18.382560752814,5.44396044772633,1.03037761343715,5.97444956374499,49,8,7
19,21.6043916380563,4.57662481306955,1.06604636984593,4.73560206482312,28,13,8
17,17.4925993654209,4.63477205088106,1.06218445067238,5.01361792275047,31,7,7
11,24.7465258259994,4.84922889302841,1.0326598386478,5.56202601726384,45,18,8
10,18.9759632211955,4.95949369798925,1.05165050510488,5.54348197643765,31,16,6
15,23.5083216316346,5.06833609926488,1.0740457684976,5.2394694806768,58,7,8
16,19.7086100497437,4.94169872358025,1.04067363320697,5.10742135816334,24,7,6
17,15.823730096374,5.09030115882949,1.06394607504978,5.22240001206483,24,15,8
12,20.2852658795209,5.14765512056123,1.06166941937127,4.97468323993268,23,12,7
18,18.40929698113,4.60050682659363,1.06859555222345,5.87544674658516,45,11,6
17,18.7391222850903,5.19977689133084,1.06592008239183,4.82303725524492,43,9,6
16,20.8016447101625,4.98129930536477,1.04287024927965,5.28220430259244,54,14,9
11,19.8160340668027,4.94206709975393,1.03187817758913,5.28092985490726,48,12,7
17,15.3348253043098,5.41008022879733,1.05297926307353,4.94356870954829,39,7,9
19,21.2469909145456,5.38895941839775,1.0622380027989,4.92685244655928,20,12,9
15,21.5220285370444,4.65526016964639,1.06133269490835,5.37412543171691,49,12,7
12,15.7940008420546,4.87467474859978,1.04518505006641,5.80237290805137,39,9,9
11,18.8646397614671,5.01378923171771,1.07961398753256,5.59954523469665,47,15,7
12,19.0292285397961,4.65900046845428,1.06238037124191,4.70103400038252,31,8,6
14,22.7958172933599,4.6177816727869,1.04952616477713,5.89833799834104,37,12,9
14,22.8700215217859,5.32151450497184,1.03801938985115,5.12102566297693,47,19,7
18,16.3336011776869,4.59322508843988,1.05989092071422,5.17807701927985,41,9,9
17,18.6965225399823,5.27362984082108,1.07356750218777,5.65030363185093,53,9,6
19,17.5794407909102,5.16698300033851,1.05017627791183,5.75637655505361,32,12,7
15,19.5104570032528,4.61989441242785,1.06730323019363,4.77965921034004,36,18,9
19,21.4500021346007,4.97053368058047,1.06821924365746,4.70468715851173,26,14,7
10,17.6061863543309,5.05493753968654,1.05219415952174,5.13477563601606,53,7,9
11,21.6846918367335,4.74276319852087,1.03247694990002,5.27184113926752,37,18,9
10,17.9561883570982,4.90915501733614,1.07750312166669,5.18864158112137,53,17,7
16,22.9606690844756,4.86411001778002,1.03977363368361,5.34221238028051,44,14,6
18,24.4343365838503,4.67695413464128,1.03268142705321,5.03629727631055,43,5,9
18,15.9914496212786,5.47572982869327,1.03775115527026,5.70006038798983,21,17,6
12,15.2841939343803,5.10486326151172,1.0690617363594,5.83280373416358,48,6,7
16,23.1725077738016,4.91068718412032,1.06624463788194,4.51841810309599,51,19,8
12,20.1052844008665,4.55178991602181,1.07018410959082,5.70128811188577,53,14,9
16,16.3953283622341,5.33289365751709,1.05782086491998,5.28516745299975,38,19,7
10,23.9301985697378,4.59525704564945,1.06107939847245,5.3726342149493,24,8,8
12,22.7540653539648,5.34028554691678,1.06825792704264,4.67450911206209,54,15,7
15,24.0460194575184,5.12457460445648,1.06685524646246,5.92602876916158,30,5,9
15,21.7874890160428,4.55287445948687,1.0571820265844,4.95335121096804,44,7,7
18,17.1628943421606,5.30006092917293,1.06013776768709,5.19140025515188,23,12,6
12,23.2562755039601,4.83211705201517,1.03665731381427,4.61546587354011,28,9,7
14,22.7383729406681,5.07296819461802,1.0405470106919,4.6132460231437,32,17,9
11,20.5631717957383,4.77342610823498,1.03351972505441,5.31188752861859,26,19,9
11,20.5221867426188,5.08928025405541,1.07231295250558,4.63779674845758,32,13,9
15,18.7529695751609,5.45581177634843,1.03264129837598,4.60447817055088,29,9,6
17,19.6925064553811,4.97729324129492,1.07626091982717,5.95335456420859,31,5,9
16,23.5182348885676,4.55353237532393,1.07834555724156,5.30323313954805,24,8,9
12,19.6600247801585,5.07751927668233,1.07162665513016,5.65199428864004,28,5,9
15,21.0771869563046,5.18285110395218,1.06360222330883,5.27345212452428,33,16,9
12,20.5335345930932,4.66860426180882,1.0551394609256,4.59078288553268,25,18,8
16,19.4011008445275,5.21369321831502,1.07351460634596,5.45554503623021,32,18,6
16,19.4782343520258,4.8165115836629,1.05937398915314,5.61771671811167,33,18,9
19,20.7881618814246,5.31369898106088,1.0759894088884,5.38692617340565,23,7,7
11,15.2922254977431,4.71015567445751,1.04611815790609,5.98761262513923,54,6,9
17,22.4153863727921,4.95088199230979,1.0463704262925,4.77220646905885,33,7,7
19,17.8195438521244,5.03974097101613,1.0351184916641,5.82851835819586,59,12,8
18,20.1526217946889,5.37170740449368,1.06163582227391,5.17631413281057,30,9,7
13,21.0044639749686,5.40508962329684,1.0328238920872,4.82183660021527,29,5,7
15,16.4026504807194,4.52841600602221,1.03171095859107,5.8450321325514,55,18,8
11,22.9362245263715,5.26355146060473,1.05123739208855,5.87007685063739,40,11,7
10,19.482350343172,5.38478965515693,1.06280917820014,4.76079643098945,34,14,8
16,18.3512392153004,5.07519373729853,1.03134613893359,5.58611345853607,36,7,9
11,16.0481174851273,4.70505001327596,1.06244031736852,5.50296256115208,47,5,9
10,23.9545071104162,4.56233416969719,1.04179499259828,5.77471632421652,52,15,7
10,24.3956416485767,4.92126528539675,1.04106240271054,5.71786374180215,42,10,7
11,22.0339928068258,4.96147071394922,1.06773675534587,4.69667234194331,53,16,8
18,17.6285436214393,5.08963084466617,1.06498255194208,5.65659200504842,52,13,7
18,17.1403468492266,5.39289133757828,1.06825167408297,5.41255732832689,52,13,6
14,21.3703388206278,4.64622398004938,1.04808877924469,5.19569178417399,20,10,9
13,15.4530979579322,4.87809121952857,1.04718142860317,5.70622638298711,49,8,9
18,18.801604442832,5.34260034288441,1.06515468901253,5.10328847346903,51,10,6
16,18.6171708325876,4.50238246035657,1.04665146276322,4.68477949222794,23,13,7
16,21.1228350472898,5.46404382168219,1.05334359569649,5.77137352641837,36,8,8
14,24.2876487684914,4.9246994565494,1.07128234062508,4.59859064349455,43,17,6
13,22.1578512401009,5.04752950080538,1.06300437038345,5.80755941022727,28,8,8
12,18.1134038543676,5.45762288461242,1.03047984675479,5.0541705982672,27,11,6
17,18.761357234856,5.00391367621373,1.04970278778642,4.95381759931387,43,5,8
12,20.595782220779,4.7588178325744,1.05673619721487,5.7004056583958,22,13,8
11,22.2727392967894,4.60956901958604,1.05808453430006,5.31603035743248,31,7,8
17,15.958473056729,4.78704943438947,1.04471687477376,5.63666250065241,45,13,6
15,24.4818807877884,5.24157882771445,1.0343015103226,5.42330949901489,21,11,7
18,17.3508502044765,5.39155949365095,1.06319952464446,4.8300682127388,28,5,6
18,20.3029427264918,4.77420225514125,1.05383431014989,5.32629055898989,28,15,7
11,17.8800542137898,4.56435113024392,1.03979349622266,5.27811051400208,25,10,7
12,22.0838534468716,5.28941349277265,1.05167759072402,4.90467120722773,55,14,6
15,21.6975939462007,4.99521055813582,1.07232957438982,5.18572880392313,53,13,8
10,20.8685592407654,5.08452828829556,1.07748924983192,5.17283903489112,30,11,8
12,23.5924814084595,5.08759680755742,1.03197094265133,5.50360361164055,26,12,9
19,19.7055518784218,4.84413978681728,1.04356018670095,5.75490227647325,25,19,7
19,20.1280337135047,4.56041346226936,1.05082064404988,5.15639015055446,23,14,7
17,17.7075997857536,4.89049446471822,1.07504245406718,5.63299139417224,52,12,8
14,15.9568417754386,4.73817014589379,1.04042651677277,5.87591783657485,54,16,9
13,17.7416575215318,4.60448617229248,1.07260219481453,5.64006452885718,22,5,7
15,22.489128824827,4.73384134493247,1.03987078727059,5.90005113115416,24,12,8
10,22.4758047021831,4.78092133060876,1.03369245827185,4.86123186869372,32,13,6
14,23.6211956189562,4.69355071012998,1.04236225964579,4.92745948636588,55,13,9
18,22.6814326624497,5.44126015239506,1.05248627064588,5.49097463672784,30,9,9
15,15.8625207604888,4.69744983404819,1.06847995878942,5.84334576590665,49,15,8
14,19.4817993118939,4.5904949465161,1.06013658788895,5.35741501246399,56,11,9
13,15.7851737054385,5.46667420547102,1.03145645172972,5.03492499075832,31,8,8
19,17.3090864380672,5.03444768419505,1.07788015719381,5.20924171091692,20,5,6
13,19.6057086214674,4.7756604441597,1.07314418713771,5.7836546709924,46,16,7
18,22.1932826714788,4.75361678721656,1.05693199566496,5.31285406833516,26,12,7
18,20.1958804106162,4.95061206132914,1.03227791351382,5.64836698775138,37,11,8
12,20.0562147324647,5.22793771783762,1.05761315852607,5.03619230325402,49,8,9
13,20.9540065795284,4.62107894512956,1.03989690798507,5.94432843726723,54,12,6
10,24.1548958021384,5.30265011476113,1.03333793609304,5.62393208850646,35,14,7
19,18.1846380782803,5.09748672580478,1.07371930639272,4.70550945177353,40,6,8
14,21.1693079160749,4.83171529873155,1.05381504596994,5.34391603132985,27,13,8
15,22.9755851427075,5.04199467244871,1.04648381756449,4.54627298215703,56,14,7
10,15.871702752511,4.57543376189833,1.04149846899851,5.2811943946154,25,9,9
15,21.7107414852571,5.07287349376342,1.06286899102651,5.58056043511213,33,10,6
11,22.814257312195,4.79696776401096,1.05721325838669,5.78204507812468,41,8,9
10,16.6459224516158,5.40044165504956,1.07491774563843,4.9141653423893,55,6,6
14,16.6519627048216,4.88557284067672,1.04422444179386,5.2124277901484,31,14,8
19,15.0512701438533,5.33804128960057,1.06055960148972,4.60336510471189,34,19,9
15,16.0531865142537,4.74465417706205,1.03860718398759,4.51511856975843,29,9,7
14,15.8603578663405,4.75755768875404,1.03133966315745,5.51314535914138,51,12,7
18,15.3485840437779,5.26847553545452,1.05841325888211,5.18527445231123,23,14,9
11,16.3828869767552,5.07878424974469,1.06345882208052,5.89681872632256,57,10,9
15,17.6759403789361,4.70825824234256,1.07383363356614,5.3282390343702,38,16,6
16,17.8719157830136,5.3541578489146,1.06851610814844,5.09253379046106,53,15,9
16,19.7718340677158,5.10779067342266,1.04233603042227,5.26962559009706,32,6,7
17,15.511222191612,5.12882359944651,1.04379429785055,4.91426629661922,20,9,6
12,15.929383826228,4.79857949069538,1.03263145927281,5.47661471921935,27,13,7
15,17.1986071903115,5.16130529056165,1.06930592422271,5.21784364836435,48,13,9
16,19.38893243478,5.25210921821911,1.07219486908127,4.50824455320595,53,10,6
16,18.7497412865344,5.09919105892057,1.06795756142748,4.85799604299245,20,9,6
16,16.046708812336,5.02217852107034,1.03819474205263,5.46985112025884,49,12,9
11,15.081245481063,5.33445173707847,1.03752490010471,5.79101008423,55,16,9
19,23.5602375472491,5.43428684732336,1.06552617558607,5.43134141685008,51,8,9
15,17.2424824589311,5.1721347842451,1.03636477470689,4.5611271267191,20,13,9
17,24.4390666940443,4.92398340442057,1.07276723460625,5.00018047599233,43,7,8
12,15.6388741363478,5.06711847580747,1.05128385485484,5.59118360254409,20,18,8
14,17.6502868834083,4.89632738332219,1.04071951261934,5.85601837683732,54,7,9
10,20.5890676876087,5.20221383782205,1.03670175291423,5.05036334871901,52,5,9
10,17.0808213248982,4.52497304262959,1.03418400866337,5.66743515987671,56,16,8
17,23.6611145714083,5.17595242676016,1.03245152474659,4.6530357874848,45,7,9
14,24.7206026702374,5.45295337761345,1.07448302695458,5.36435698341576,55,17,6
10,15.8534364179275,4.64912781659554,1.07281604165322,5.73667921846867,56,8,6
10,24.4568453985265,4.59981986768546,1.05073208743588,5.89003968897387,27,5,7
16,22.2004746462394,5.07500143261273,1.07608111653802,5.13765651293582,54,5,8
12,23.6936076628346,5.0560781281623,1.04327063603235,5.41512711335021,55,10,8
11,23.0150116575286,4.61658142988199,1.04293041806821,5.7766123999781,52,8,6
14,23.3011928445137,4.84331451475132,1.04183368169774,4.81181282574691,24,12,8
18,21.8316618583332,5.40511746164741,1.04045900240447,5.67472539567518,40,18,7
13,23.4380000969997,4.58115902919006,1.05536127025182,5.69477401353673,56,14,8
16,15.0694844177899,4.74513516338589,1.06684367932264,5.16570414714799,39,8,8
11,22.9955030860388,4.82187544184522,1.07018392280403,5.33466818230036,43,8,7
12,24.9249866393562,5.3663719056429,1.03197237685323,5.77047188980664,20,18,7
10,24.2898131623152,5.09421450559708,1.03181522466382,5.8525476404112,45,15,8
14,20.7265339987133,4.64167882738092,1.06774312905066,5.35205911127985,59,18,6
19,24.5553396330239,5.34746997893251,1.05040862430384,4.94576753455321,34,15,8
12,20.0363499746937,4.81959484764265,1.03453475227746,4.86158976983533,49,15,8
15,20.6823854262362,5.19139881344184,1.04825004106366,4.81184969680609,46,13,7
14,24.3436024208973,4.63666096223807,1.04139914047942,4.66947379555019,21,14,7
17,23.0699938390136,5.10525907852357,1.0343879380469,4.84003634990892,45,15,8
13,23.7093000075034,5.23248995446708,1.07713831676329,5.99975719290284,28,14,6
12,22.9288876465951,4.59715290942024,1.0508109917696,5.20513918233846,28,8,9
16,17.5772956233027,5.4484555954989,1.05294139081723,4.68096480147122,21,7,8
12,19.740988026945,5.47161667258106,1.0489583425874,4.95229146202153,33,14,6
12,18.199083809458,5.16875092191597,1.06722976737295,4.64816059322857,34,11,6
12,17.624539505244,5.28522869868358,1.0454841073658,4.85146367857101,54,14,8
14,20.1002682943337,5.36881633131683,1.06052919507778,4.66394010909349,43,10,9
14,21.2508954665621,4.55687635769307,1.05861904001609,4.68294520822156,49,18,7
17,24.9682373977101,4.97944933896429,1.05005226260655,5.92186235694584,25,12,9
18,23.3116031193901,4.74063620145851,1.05418535337114,4.72826333170887,39,19,8
15,19.8480805974262,4.83334576668322,1.04907856674463,5.56087969484738,42,13,6
15,19.3789849195779,5.13262502117327,1.07631352222456,4.82883365456794,42,12,6
19,20.9590549314605,5.3770498064376,1.034241049666,4.8683408822705,51,11,6
17,21.2061622983918,5.06744764091747,1.05593687415712,4.60405245963204,49,14,9
19,20.5876069843019,4.87865862975529,1.05091903232083,5.92743864657797,20,10,6
13,20.1465679393334,5.08344756342694,1.04833380103834,4.80185049821038,29,13,6
17,22.5227676392503,4.5227812297629,1.03410045170588,5.8202730429972,30,18,6
18,18.6716975218354,5.47122735745054,1.04460422892848,4.61476016286462,54,5,6
16,22.3833403588875,4.53292920574486,1.04710658640819,5.62077456048124,54,7,9
17,16.131599338555,4.98514071968932,1.04111305275885,5.3563938642507,59,5,7
16,18.2213319145249,5.17620990784859,1.06351349413708,5.1065962878245,28,14,8
14,19.1685301772959,5.06092639187459,1.05706030378199,5.79719080068792,48,11,9
18,21.2637333716265,5.3334921444062,1.06270648196737,5.62735572407949,41,6,8
18,15.0945645786098,4.94174937041216,1.03132279106798,5.88832476594026,25,10,9
17,23.0268531150124,5.49425105360013,1.03452542469672,5.73948533803003,21,6,9
18,16.3365201777166,4.86792879910224,1.04588692045784,5.27276147677301,45,6,8
19,19.4732768005725,5.29272513887862,1.04487555043163,5.43022762102541,29,16,9
16,15.1306629660772,5.43725427965973,1.04126799767368,4.676045030397,52,9,8
16,20.1194282426145,5.21225518229939,1.07960051709224,5.78868495085218,45,18,6
12,24.1192030004631,5.38674559135492,1.0781229004701,4.6971761673376,55,19,9
16,19.2416694933016,4.59846712723888,1.04770439299547,5.5108107006739,48,19,9
16,23.6111264654607,4.8869219996886,1.04241048901526,5.34516776889449,29,15,6
16,23.6167213656292,5.338108296647,1.03008326518611,5.31503699834969,57,8,9
17,24.0202948715524,5.46283649633384,1.04945576216989,5.24308937344033,32,15,7
19,17.5479910529357,5.39481251458413,1.065507068824,5.02736117385905,48,19,6
13,23.0810618572824,5.49637418958652,1.05463240394673,5.18377433924153,23,5,9
11,20.9838824821928,4.68287559389591,1.03421467590778,4.57833315268607,48,14,6
13,18.7822225576328,4.63561215652735,1.05449952083663,5.04171790254173,22,8,9
10,16.5679666992968,5.34354371639364,1.05824052186424,5.38649951716684,57,10,7
18,15.4264222951368,5.35920338320918,1.0737732946645,4.99445845365536,57,9,7
11,22.4290951447261,4.52928827285413,1.06002931581041,5.8049125346214,21,13,7
10,20.4882827928032,4.99903482179328,1.05131775325744,5.09778319139212,52,5,9
17,16.3581361862078,5.33248916582856,1.03099355081496,5.82135521827172,51,6,7
17,24.2219547817264,4.50403029031055,1.07585612152498,4.78086412900314,32,17,6
13,16.0153590985736,4.61168528131156,1.04412042789768,4.87715380752596,50,15,9
10,22.40526133579,5.31018532272222,1.03441570917967,4.80406803771739,58,18,9
10,24.966134747434,5.29764182228606,1.03813343428549,5.6947354301703,35,10,7
13,16.2078618464593,4.61440327292893,1.03246848644803,5.29483307291999,39,14,8
12,22.7244983237877,5.09121994662552,1.04600155857112,5.82013134283176,35,10,7
10,16.4139557244987,4.76198863116567,1.0426730249396,5.01054842694316,28,6,6
13,22.9087878194031,4.60474776890241,1.06910172526328,5.45019606569167,53,8,7
18,15.3365818543596,4.59435681286584,1.05121655753162,5.29875488033462,57,14,7
11,23.7414535023956,5.09322957902826,1.07533454876643,5.44591946169797,57,8,8
19,18.2814482748908,5.04389744080503,1.05653470967812,5.76325482415605,23,9,7
19,17.3499704667641,4.78211412782372,1.07178995466805,5.96049118517514,23,16,7
12,21.8354667291525,4.87263207948819,1.03824249108474,5.48816811825263,43,18,7
19,21.3419856511888,4.62712038037032,1.05943107235549,5.37324331542398,50,12,6
12,24.9428817159712,5.19671970789776,1.06905923353991,5.95374661797988,55,16,8
17,19.2285342056929,4.91210613583697,1.07420270814238,5.49925043986185,35,18,9
